country_code,category,statistic,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
CHL,Total,Population using at least basic sanitation services (%),92.0,92.0,93.0,94.0,94.0,95.0,96.0,96.0,97.0,97.0,98.0,98.0,99.0,99.0,100.0,100.0
CHL,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
CHL,Urban,Population using safely managed sanitation services (%),47.0,47.0,47.0,47.0,50.0,53.0,56.0,58.0,61.0,64.0,67.0,70.0,73.0,76.0,78.0,81.0
CHL,Total,Population using safely managed sanitation services (%),27.0,31.0,34.0,38.0,42.0,45.0,49.0,53.0,57.0,61.0,65.0,69.0,73.0,77.0,81.0,85.0
CHN,Rural,Population using at least basic sanitation services (%),52.0,52.0,52.0,53.0,54.0,54.0,55.0,56.0,56.0,57.0,58.0,58.0,59.0,60.0,60.0,61.0
CHN,Urban,Population using at least basic sanitation services (%),77.0,77.0,78.0,79.0,79.0,80.0,80.0,81.0,82.0,82.0,83.0,84.0,84.0,85.0,86.0,86.0
CHN,Total,Population using at least basic sanitation services (%),61.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0
CHN,Rural,Population using safely managed sanitation services (%),30.0,30.0,31.0,32.0,33.0,33.0,34.0,35.0,36.0,37.0,38.0,38.0,39.0,40.0,41.0,42.0
CHN,Urban,Population using safely managed sanitation services (%),26.0,27.0,27.0,31.0,34.0,38.0,42.0,45.0,49.0,53.0,56.0,60.0,63.0,67.0,70.0,73.0
CHN,Total,Population using safely managed sanitation services (%),29.0,29.0,30.0,31.0,33.0,35.0,37.0,40.0,42.0,44.0,47.0,49.0,52.0,54.0,57.0,60.0
COL,Rural,Population using at least basic sanitation services (%),51.0,52.0,53.0,55.0,56.0,58.0,59.0,61.0,62.0,63.0,65.0,66.0,68.0,69.0,71.0,72.0
COL,Urban,Population using at least basic sanitation services (%),86.0,86.0,86.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,88.0,88.0,88.0,88.0,88.0
COL,Total,Population using at least basic sanitation services (%),76.0,76.0,77.0,78.0,78.0,79.0,79.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,84.0,84.0
COL,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COL,Urban,Population using safely managed sanitation services (%),16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
COL,Total,Population using safely managed sanitation services (%),17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0
COM,Rural,Population using at least basic sanitation services (%),22.0,23.0,23.0,24.0,24.0,25.0,25.0,26.0,26.0,27.0,27.0,28.0,28.0,28.0,29.0,29.0
COM,Urban,Population using at least basic sanitation services (%),39.0,40.0,40.0,41.0,41.0,42.0,43.0,43.0,44.0,44.0,45.0,46.0,46.0,47.0,47.0,47.0
COM,Total,Population using at least basic sanitation services (%),27.0,27.0,28.0,28.0,29.0,29.0,30.0,30.0,31.0,31.0,32.0,33.0,33.0,34.0,34.0,34.0
COM,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COM,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COM,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COG,Rural,Population using at least basic sanitation services (%),6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
COG,Urban,Population using at least basic sanitation services (%),18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0
COG,Total,Population using at least basic sanitation services (%),13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0
COG,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COG,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COG,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COK,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
COK,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
COK,Total,Population using at least basic sanitation services (%),92.0,93.0,93.0,93.0,94.0,94.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,98.0,98.0,98.0
COK,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COK,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COK,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
CRI,Rural,Population using at least basic sanitation services (%),90.0,90.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0
CRI,Urban,Population using at least basic sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
CRI,Total,Population using at least basic sanitation services (%),94.0,94.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0
CRI,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
CRI,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
CRI,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
HRV,Rural,Population using at least basic sanitation services (%),96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
HRV,Urban,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
HRV,Total,Population using at least basic sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
HRV,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
HRV,Urban,Population using safely managed sanitation services (%),64.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
HRV,Total,Population using safely managed sanitation services (%),60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
CUB,Rural,Population using at least basic sanitation services (%),80.0,80.0,81.0,81.0,82.0,83.0,83.0,84.0,84.0,85.0,85.0,86.0,86.0,87.0,88.0,88.0
CUB,Urban,Population using at least basic sanitation services (%),92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
CUB,Total,Population using at least basic sanitation services (%),89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0
CUB,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
CUB,Urban,Population using safely managed sanitation services (%),31.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,28.0,28.0
CUB,Total,Population using safely managed sanitation services (%),32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0
CYP,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
CYP,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CYP,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0
CYP,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
CYP,Urban,Population using safely managed sanitation services (%),87.0,87.0,87.0,87.0,87.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
CYP,Total,Population using safely managed sanitation services (%),76.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
CZE,Rural,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
CZE,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
CZE,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
CZE,Rural,Population using safely managed sanitation services (%),76.0,76.0,76.0,76.0,77.0,77.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0
CZE,Urban,Population using safely managed sanitation services (%),87.0,87.0,87.0,87.0,88.0,88.0,89.0,90.0,90.0,91.0,92.0,92.0,93.0,94.0,94.0,95.0
CZE,Total,Population using safely managed sanitation services (%),84.0,84.0,84.0,84.0,85.0,85.0,86.0,87.0,87.0,88.0,88.0,89.0,90.0,90.0,91.0,91.0
PRK,Rural,Population using at least basic sanitation services (%),,,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
PRK,Urban,Population using at least basic sanitation services (%),,,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
PRK,Total,Population using at least basic sanitation services (%),,,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0
PRK,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PRK,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PRK,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COD,Rural,Population using at least basic sanitation services (%),21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0
COD,Urban,Population using at least basic sanitation services (%),24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
COD,Total,Population using at least basic sanitation services (%),22.0,22.0,22.0,22.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0
COD,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COD,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
COD,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DNK,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
DNK,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
DNK,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
DNK,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DNK,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DNK,Total,Population using safely managed sanitation services (%),93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
DJI,Rural,Population using at least basic sanitation services (%),13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
DJI,Urban,Population using at least basic sanitation services (%),63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
DJI,Total,Population using at least basic sanitation services (%),51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
DJI,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DJI,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DJI,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DMA,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
DMA,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
DMA,Total,Population using at least basic sanitation services (%),64.0,65.0,67.0,68.0,69.0,70.0,72.0,73.0,74.0,75.0,77.0,78.0,78.0,78.0,78.0,78.0
DMA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DMA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DMA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DOM,Rural,Population using at least basic sanitation services (%),70.0,70.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,74.0
DOM,Urban,Population using at least basic sanitation services (%),85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
DOM,Total,Population using at least basic sanitation services (%),79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,83.0,83.0
DOM,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DOM,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DOM,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ECU,Rural,Population using at least basic sanitation services (%),53.0,55.0,57.0,59.0,60.0,62.0,64.0,66.0,68.0,69.0,71.0,73.0,75.0,77.0,79.0,80.0
ECU,Urban,Population using at least basic sanitation services (%),82.0,83.0,83.0,84.0,84.0,85.0,85.0,86.0,86.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0
ECU,Total,Population using at least basic sanitation services (%),71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0
ECU,Rural,Population using safely managed sanitation services (%),43.0,44.0,45.0,46.0,47.0,48.0,49.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0
ECU,Urban,Population using safely managed sanitation services (%),42.0,42.0,41.0,41.0,40.0,40.0,39.0,39.0,38.0,37.0,37.0,36.0,36.0,35.0,35.0,34.0
ECU,Total,Population using safely managed sanitation services (%),42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0
EGY,Rural,Population using at least basic sanitation services (%),89.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
EGY,Urban,Population using at least basic sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
EGY,Total,Population using at least basic sanitation services (%),92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
EGY,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
EGY,Urban,Population using safely managed sanitation services (%),62.0,62.0,63.0,63.0,64.0,64.0,65.0,66.0,66.0,67.0,67.0,68.0,68.0,69.0,69.0,70.0
EGY,Total,Population using safely managed sanitation services (%),53.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,58.0,59.0,59.0,60.0,60.0,61.0
SLV,Rural,Population using at least basic sanitation services (%),71.0,71.0,71.0,72.0,73.0,75.0,76.0,77.0,78.0,80.0,81.0,82.0,83.0,85.0,86.0,87.0
SLV,Urban,Population using at least basic sanitation services (%),90.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,92.0,92.0,92.0,92.0,93.0,93.0,93.0
SLV,Total,Population using at least basic sanitation services (%),82.0,82.0,82.0,83.0,84.0,84.0,85.0,86.0,86.0,87.0,88.0,89.0,89.0,90.0,90.0,91.0
SLV,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SLV,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SLV,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GNQ,Rural,Population using at least basic sanitation services (%),80.0,79.0,78.0,78.0,77.0,76.0,76.0,75.0,74.0,74.0,73.0,72.0,72.0,71.0,71.0,71.0
GNQ,Urban,Population using at least basic sanitation services (%),81.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
GNQ,Total,Population using at least basic sanitation services (%),80.0,80.0,79.0,79.0,78.0,78.0,78.0,77.0,77.0,76.0,76.0,75.0,75.0,75.0,75.0,75.0
GNQ,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GNQ,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GNQ,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ERI,Rural,Population using at least basic sanitation services (%),2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0
ERI,Urban,Population using at least basic sanitation services (%),36.0,35.0,35.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,29.0,29.0,29.0,29.0,29.0
ERI,Total,Population using at least basic sanitation services (%),8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0
ERI,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ERI,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ERI,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
EST,Rural,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0
EST,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0
EST,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0
EST,Rural,Population using safely managed sanitation services (%),74.0,74.0,75.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,79.0,79.0,80.0,80.0,81.0,81.0
EST,Urban,Population using safely managed sanitation services (%),93.0,93.0,94.0,94.0,94.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,99.0
EST,Total,Population using safely managed sanitation services (%),87.0,88.0,88.0,88.0,89.0,89.0,89.0,90.0,90.0,91.0,91.0,91.0,92.0,92.0,93.0,93.0
SWZ,Rural,Population using at least basic sanitation services (%),47.0,48.0,48.0,49.0,50.0,51.0,51.0,52.0,53.0,54.0,54.0,55.0,56.0,56.0,57.0,58.0
SWZ,Urban,Population using at least basic sanitation services (%),57.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
SWZ,Total,Population using at least basic sanitation services (%),49.0,50.0,50.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0
SWZ,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SWZ,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SWZ,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ETH,Rural,Population using at least basic sanitation services (%),1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
ETH,Urban,Population using at least basic sanitation services (%),15.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0
ETH,Total,Population using at least basic sanitation services (%),3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0
ETH,Rural,Population using safely managed sanitation services (%),1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
ETH,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ETH,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
FJI,Rural,Population using at least basic sanitation services (%),71.0,71.0,71.0,73.0,74.0,76.0,78.0,80.0,82.0,84.0,86.0,88.0,90.0,91.0,93.0,95.0
FJI,Urban,Population using at least basic sanitation services (%),91.0,91.0,91.0,91.0,92.0,92.0,93.0,93.0,93.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0
FJI,Total,Population using at least basic sanitation services (%),80.0,81.0,81.0,82.0,83.0,84.0,85.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,95.0,96.0
FJI,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
FJI,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
FJI,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
FIN,Rural,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
FIN,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
FIN,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
FIN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
FIN,Urban,Population using safely managed sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
FIN,Total,Population using safely managed sanitation services (%),89.0,89.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0
FRA,Rural,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
FRA,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
FRA,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
FRA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
FRA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
FRA,Total,Population using safely managed sanitation services (%),88.0,88.0,88.0,88.0,89.0,89.0,89.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,92.0,92.0
GAB,Rural,Population using at least basic sanitation services (%),35.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0
GAB,Urban,Population using at least basic sanitation services (%),40.0,40.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0
GAB,Total,Population using at least basic sanitation services (%),39.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0
GAB,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GAB,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GAB,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GMB,Rural,Population using at least basic sanitation services (%),59.0,57.0,56.0,54.0,52.0,51.0,49.0,48.0,46.0,45.0,43.0,42.0,40.0,38.0,37.0,35.0
GMB,Urban,Population using at least basic sanitation services (%),51.0,51.0,51.0,50.0,50.0,50.0,49.0,49.0,49.0,48.0,48.0,47.0,47.0,47.0,46.0,46.0
GMB,Total,Population using at least basic sanitation services (%),55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,47.0,46.0,45.0,44.0,43.0,42.0,42.0
GMB,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GMB,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GMB,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GEO,Rural,Population using at least basic sanitation services (%),96.0,96.0,94.0,93.0,91.0,89.0,88.0,86.0,85.0,83.0,81.0,80.0,78.0,76.0,75.0,73.0
GEO,Urban,Population using at least basic sanitation services (%),96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,95.0,95.0,95.0
GEO,Total,Population using at least basic sanitation services (%),96.0,96.0,95.0,95.0,94.0,93.0,92.0,91.0,90.0,90.0,89.0,88.0,87.0,86.0,86.0,85.0
GEO,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GEO,Urban,Population using safely managed sanitation services (%),6.0,6.0,7.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,14.0,15.0,16.0,16.0,17.0
GEO,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
DEU,Rural,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
DEU,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
DEU,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
DEU,Rural,Population using safely managed sanitation services (%),93.0,93.0,93.0,93.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
DEU,Urban,Population using safely managed sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
DEU,Total,Population using safely managed sanitation services (%),96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,95.0,95.0
GHA,Rural,Population using at least basic sanitation services (%),6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0
GHA,Urban,Population using at least basic sanitation services (%),17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0
GHA,Total,Population using at least basic sanitation services (%),11.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0
GHA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GHA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GHA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
GRC,Rural,Population using at least basic sanitation services (%),92.0,93.0,93.0,94.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0
GRC,Urban,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
GRC,Total,Population using at least basic sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0
GRC,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
