country_code,statistic,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
FIN,Fixed broadband subscriptions (per 100 people),0.674639752,2.576685725,5.246123767,9.395261582,15.26081205,22.32774861,27.07685545,30.52087065,30.41409409,29.30383185,29.06193356,29.80010918,30.4379473,31.6410061,32.20862913,31.55614245,31.10955725,30.94927589
FRA,Mobile cellular subscriptions (per 100 people),48.73886397,61.75367525,64.06849532,68.87189627,73.1589461,78.53166302,83.87657249,89.34353008,93.00882838,92.39159417,91.68330775,94.43104231,97.83174772,99.06771312,101.9229627,103.4500397,104.4040167,106.2134196
FRA,Individuals using the Internet (% of population),14.30792394,26.32590355,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.81999899,81.44,81.9198,83.75,78.01,79.27,80.5
FRA,Fixed broadband subscriptions (per 100 people),0.329822066,1.003985028,2.74802476,5.894922018,10.77582628,15.46692273,20.63712425,25.41923583,28.60600652,31.66818481,33.85388487,35.91366493,37.68077916,39.01757257,40.45605529,41.68192162,42.74367285,43.75068906
PYF,Mobile cellular subscriptions (per 100 people),16.81713578,27.89371376,21.32600834,24.18520799,38.1292821,47.079871000000004,58.95311676,67.09555861,71.10977700000001,78.41713074,80.61011127,82.57653524,83.76830583,88.98357755,92.60900815,96.63077533,99.96538286,
PYF,Individuals using the Internet (% of population),6.357063545,6.251588946,8.200216486,14.12429379,17.88453743,21.54218547,25.10796425,28.59,33.87,44.6,49.0,49.0,52.87663059,56.8,60.68,64.56020975,68.44041949,
PYF,Fixed broadband subscriptions (per 100 people),,0.010361706,0.013060905,0.380685637,1.807566279,4.315654842,7.0720469139999995,9.056233068,10.51413677,11.30728478,12.04054962,13.34109093,14.79556722,16.41513849,18.05549506,18.69278692,19.78637298,
GAB,Mobile cellular subscriptions (per 100 people),9.747206207,11.88345656,21.57656506,22.58787814,35.87195473,52.50348151,62.15113881,78.49889168,84.61277614,91.38152480000001,98.15816267,139.6632846,145.5887551,151.06327009999998,156.3528642,146.18130480000002,149.63667790000002,131.5092757
GAB,Individuals using the Internet (% of population),1.216140618,1.347620222,1.9395301059999999,2.659586594,2.9790697999999995,4.89326475,5.489200802999999,5.767004576000001,7.5,9.5,13.0,18.0,24.0,30.53803344,38.07120929,45.78453653,48.05227375,
GAB,Fixed broadband subscriptions (per 100 people),,,,0.012799798000000001,0.047646798,0.109042239,0.12202009400000001,0.133159369,0.14319085199999998,0.232991377,0.248870571,0.265158055,0.284605625,0.489745338,0.57578105,0.574144831,0.758566835,0.73906111
GMB,Mobile cellular subscriptions (per 100 people),0.45460301799999997,4.335711671,7.625735026,11.02500823,12.51275407,17.13594478,27.11866567,52.00199335,73.40781532,80.07477616,87.36506064,80.23320467,84.68840952,99.43689212,119.07545520000001,137.32229630000003,139.22617649999998,
GMB,Individuals using the Internet (% of population),0.9217949190000001,1.336791166,1.7967798830000001,2.4367811930000003,3.3080034780000003,3.7990011389999996,5.2376911580000005,6.205037419,6.88,7.63,9.2,10.8703,12.44922872,14.0,15.56,16.5,18.5,
GMB,Fixed broadband subscriptions (per 100 people),,,,,0.0025740520000000003,0.004916203,,0.017477565,0.018884885,0.018297591999999998,0.020683758,0.025023434,0.027745022999999997,0.023556949,0.143024592,0.18067445699999998,0.183958703,
GEO,Mobile cellular subscriptions (per 100 people),4.124069606,6.449412499,10.88934199,15.53202148,18.54365743,26.17398191,38.38540033,59.21178171,63.47374988,66.16607148,94.01135866,106.2112707,114.3842118,123.4115193,135.27800449999998,140.47061340000002,140.9249491,146.486085
GEO,Individuals using the Internet (% of population),0.484746299,0.9923444359999999,1.58787563,2.558816481,3.886221354,6.079457629,7.526876845,8.26,10.01,20.07,26.9,31.52,36.94,43.3,44.0,47.56975964,59.26,60.49125755
GEO,Fixed broadband subscriptions (per 100 people),,0.009203448000000001,0.019892408,0.030792198,0.041911805,0.053270366,0.6082593510000001,1.064448866,2.583357639,3.4983823480000003,4.311120385,5.957534133999999,11.27272825,12.77663122,15.04944712,16.77484434,17.60689661,19.68560817
DEU,Mobile cellular subscriptions (per 100 people),59.15244421,68.83597997,72.45024706,79.32767834,87.28070100000001,97.06110232,105.042469,118.3029902,130.06512659999999,129.6846864,109.2777489,112.3137649,113.9808799,123.09583329999998,122.1381952,117.93245320000001,126.31436770000002,129.0884756
DEU,Individuals using the Internet (% of population),30.2163466,31.65093942,48.82,55.9,64.73,68.71,72.16,75.16,78.0,79.0,82.0,81.26999954,82.34999847,84.17,86.19,87.5898,89.64710059,84.39550077
DEU,Fixed broadband subscriptions (per 100 people),0.32520222600000004,2.575554252,3.927124913,5.472140774,8.566289602000001,13.20758788,18.36783807,24.28118735,27.99195335,30.83358402,32.34071269,33.678185600000006,34.48624747,35.24507723,36.29027045,37.58200947,39.06504075,40.45218767
GHA,Mobile cellular subscriptions (per 100 people),0.6866605109999999,1.255287604,1.9412008980000002,3.890729602,8.07660683,13.34397363,23.54787646,33.49771799,49.66139655,63.20709011,71.13607628,84.25290533,99.5545728,106.3774956,112.6034309,126.92098100000001,135.8012103,127.46144790000001
GHA,Individuals using the Internet (% of population),0.153615298,0.20000806,0.8302840340000001,1.193057911,1.716797704,1.831197461,2.723175973,3.85,4.27,5.44,7.8,9.0,10.6,15.0,25.51773743,31.44785241,34.66600065,
GHA,Fixed broadband subscriptions (per 100 people),,,,,0.0042884640000000005,0.008838544,0.057652761,0.071351757,0.098632367,0.118813591,0.21248686,0.259332573,0.264764583,0.261118745,0.26024974,0.265136042,0.307004769,0.19702688100000001
GIB,Mobile cellular subscriptions (per 100 people),17.82552919,31.22649327,38.57151915,50.1261034,57.66240281,62.33442419,68.11989101,73.82343894,79.43297079,86.7823765,90.39139474,97.29082473,103.3518722,,111.6399318,121.0733902,119.5535922,118.69775249999999
GIB,Individuals using the Internet (% of population),19.13163812,21.17110944,23.67023975,28.32577979,32.88608261,39.07013088,45.29864751,51.61,58.0,65.07,65.0,65.0,65.017,,,,94.44447158,
GIB,Fixed broadband subscriptions (per 100 people),,,,,,,,,,28.21034106,31.43511404,33.77937435,35.62739791,,38.19260826,45.50952437,47.67495931,50.25310231
GRC,Mobile cellular subscriptions (per 100 people),53.24304111,71.20402904,83.0384854,79.47835416,82.73239746,90.79029102,96.83436563,108.0311332,120.83858629999999,116.1769733,107.39743689999999,106.17343989999999,117.41939029999999,110.5760381,107.8108602,112.0241848,112.1177165,115.92624690000001
GRC,Individuals using the Internet (% of population),9.138837308,10.93502581,14.67,17.8,21.42,24.0,32.25,35.88,38.2,42.4,44.4,51.64999517,55.06999344,59.8663,63.21,66.835,69.08791547,
GRC,Fixed broadband subscriptions (per 100 people),,,,0.093173279,0.456546822,1.4167782480000002,4.30540526,8.940200407999999,13.19655502,16.74815455,19.68069208,21.5733526,23.63655523,25.73194774,28.01729043,30.65693808,32.32404149,33.85609188
GRL,Mobile cellular subscriptions (per 100 people),26.90520694,28.19606938,35.25248593,52.45997037,68.64634811,81.61401907,94.60953819,116.64060990000002,98.1967242,94.25327879999999,101.25534090000001,103.8725421,105.2859926,107.06562199999999,107.8358341,108.20015249999999,,
GRL,Individuals using the Internet (% of population),31.74781123,35.46413689,44.15478903,54.53425983,56.09901476,57.703404500000005,59.36168727,61.07,62.82,62.83,63.0,64.0,64.8960101,65.8,66.7,67.60044348,68.50087368,
GRL,Fixed broadband subscriptions (per 100 people),,,,0.209846935,5.83879988,12.51602255,16.17665128,18.52723664,21.13439243,22.10548583,21.87577245,21.02666572,20.15229325,19.14418407,18.44560321,17.73772993,,
GRD,Mobile cellular subscriptions (per 100 people),4.231492142,6.29755815,7.397649362999999,41.31184371,42.19237064,45.515740799999996,44.73508362,49.60226285,57.7523333,109.710823,116.4974159,115.01784440000002,123.1615172,125.57950690000001,110.1457315,112.11724070000001,110.8612801,104.96359840000002
GRD,Individuals using the Internet (% of population),4.063907991000001,5.128103982,14.75884055,18.64518218,19.57062058,20.48780488,21.39599117,22.29,23.18,24.05,27.0,30.0,32.0,35.0,51.6,53.81,55.85640782,
GRD,Fixed broadband subscriptions (per 100 people),,,0.551420176,,0.593243454,3.129705,5.369023522999999,7.336898809,8.615414221,11.86143284,13.79195048,13.96526291,15.16860856,16.99572274,17.68616021,18.49508065,19.40139959,20.62137723
GUM,Mobile cellular subscriptions (per 100 people),17.51121812,20.8438565,44.85446159,50.59791775,61.98647683,,,,,,,,,,,,,
GUM,Individuals using the Internet (% of population),16.11312704,25.38022753,31.19229426,33.71668179,36.16178784,38.55987756,43.851442999999996,46.15047362,48.41870215,50.64202838,54.04,57.7,61.53415931,65.4,69.27,73.13999995,77.00999989,
GUM,Fixed broadband subscriptions (per 100 people),,1.1189186770000001,,,,,,1.699663215,1.6977394909999999,1.88405524,1.881538346,,,1.870615744,1.863736045,,,
GTM,Mobile cellular subscriptions (per 100 people),7.354303497999999,9.61380454,12.91755782,16.27758555,24.75794771,34.43843431,53.58468846,86.84171265,106.72746950000001,120.8941572,123.4959332,130.30443870000002,136.12077649999998,139.2412094,106.20622560000001,111.4995795,110.14354979999999,118.1687909
GTM,Individuals using the Internet (% of population),0.712332905,1.738201782,3.39174627,4.548854908,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16.0,19.7,23.4,28.80594156,34.50932609,
GTM,Fixed broadband subscriptions (per 100 people),,,,,,0.206978788,0.29110977600000004,0.416049709,0.674693207,1.089674025,1.77028447,,1.835511572,2.26225416,2.723850868,2.829404762,3.051415323,
GIN,Mobile cellular subscriptions (per 100 people),0.47808117299999997,0.620545507,0.9934176720000001,1.197656503,1.6322050819999998,1.952530774,,19.8083993,26.63917633,33.0506519,37.05704098,44.04635361,49.50330493,64.45973104,73.55464301,89.02097029,87.12541316,
GIN,Individuals using the Internet (% of population),0.09542492400000001,0.17554186800000002,0.402022749,0.450960371,0.5088193320000001,0.542254181,0.637492123,0.7800252790000001,0.92,0.94,1.0,2.0,3.1,4.5,6.4,8.2,9.8,
GIN,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,0.00463213,0.005437160999999999,0.006204866,0.006934443,0.007623559,0.00827025,0.008873885,
GNB,Mobile cellular subscriptions (per 100 people),0.0,0.0,0.0,0.096503033,2.9215496780000003,7.156885891,11.13707457,20.48627968,33.77513183,36.92680079,43.53581253,45.89995702,64.04786163,55.89722241,64.22140248,69.95056836,70.81766902,77.08779374
GNB,Individuals using the Internet (% of population),0.23010317100000002,0.299569145,1.022993234,1.3541974780000001,1.808142203,1.901365316,2.057196705,2.206302237,2.354888711,2.3032805919999997,2.45,2.6719999999999997,2.8939906210000004,3.1,3.32,3.540706917,3.7614138319999997,
GNB,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,0.051417847,0.062650596,0.073436992,0.086351729,0.080834701,0.05936089,0.039709247,0.033793894
GUY,Mobile cellular subscriptions (per 100 people),5.287395078,10.01245575,10.5601396,18.34856894,22.83716401,37.468473100000004,53.36172177,72.04122647,59.99740056,65.51395816,75.06429524,70.58563609999999,72.64022542,73.21579092,74.26122587,70.60352837,75.60542245,82.68979339
GUY,Individuals using the Internet (% of population),6.611491566000001,13.2069865,,,,,,13.8,18.2,23.9,29.9,30.0,30.5,31.0,32.0,34.0,35.66,
GUY,Fixed broadband subscriptions (per 100 people),,,,,,0.266330735,,0.315830714,0.6812146090000001,0.9149878029999999,1.499284715,2.741957015,3.981059394,4.867553731,5.924209417999999,6.985819387,7.397229805,8.342000285
HTI,Mobile cellular subscriptions (per 100 people),0.6433350489999999,1.052623466,1.5846545669999998,3.56484316,4.386360262,5.399742902000001,12.75312699,26.15914028,32.97259596,37.02474507,40.00153206,41.39948393,59.23629705,68.63836033,64.02774906,68.15384582,59.95952554,59.06942656
HTI,Individuals using the Internet (% of population),0.231270715,0.340832326,0.8934329879999999,1.6473583459999999,5.4012619079999995,6.376201635,6.796000481,7.2,7.6,8.1,8.37,9.0,9.8,10.6,11.4,12.1977,12.23260161,
HTI,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,,0.0,0.0,0.0,0.012585121000000001,0.012427017,0.27228282
HND,Mobile cellular subscriptions (per 100 people),2.379893699,3.5503785189999997,4.757402461,5.393398553,9.816573857,17.37945569,29.71270874,54.29228337,78.88963295,104.42729399999999,115.98936540000001,96.53514297,86.64872721,89.71388178,87.69329756,89.81744881,85.95321319,88.86604921
HND,Individuals using the Internet (% of population),1.203855999,1.415281931,2.597402597,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,19.08,27.61981381,30.0,
HND,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,0.012202893000000001,0.68597634,0.720427349,0.796866635,1.7918961230000001,2.202686827,2.418404658,2.51471468
HKG,Mobile cellular subscriptions (per 100 people),81.74713153,85.92825141,94.61844094,108.35422140000001,120.7473999,125.1399251,137.662134,155.85681719999997,166.853171,180.3906679,196.3458374,216.4353864,230.60253160000002,237.43392909999997,235.725992,230.8187986,240.7962077,249.0242819
HKG,Individuals using the Internet (% of population),27.82776068,38.67140323,43.08238303,52.20004335,56.39988039,56.9,60.8,64.8,66.7,69.4,72.0,72.2,72.9,74.2,79.86627043,84.94835296,87.47784626,89.41594465
HKG,Fixed broadband subscriptions (per 100 people),6.669764066,10.65757792,15.37090589,18.69447441,22.31119968,24.29929812,26.18282147,27.52717769,27.88753492,29.40418188,30.85616808,32.53694018,31.73251319,31.26810939,31.70831918,32.40311738,35.958982,35.92388365
HUN,Mobile cellular subscriptions (per 100 people),30.09748215,48.72893431,67.72421014,78.33386379999999,86.27897295,92.40105428,99.1032426,110.0364559,122.3492851,118.4109216,120.99130320000002,118.101597,117.32315849999999,117.7675557,119.49547220000001,120.4609193,120.77892560000001,123.7552537
HUN,Individuals using the Internet (% of population),6.999676351000001,14.5285543,16.67,21.63,27.74,38.97,47.06,53.3,61.0,62.0,65.0,68.01998789,70.57999815,72.6439,75.65319745,72.8347,79.25940132,76.75054712
HUN,Fixed broadband subscriptions (per 100 people),0.033264681000000004,0.307867222,1.096178237,2.606114639,4.064337201,6.46102475,11.92524148,14.51044889,17.721332999999998,19.84872489,21.75116642,23.36880509,24.27671443,26.38934119,26.29622855,27.78837736,28.857202,30.41266324
ISL,Mobile cellular subscriptions (per 100 people),76.62952199,87.70762123,91.27638621,97.12382619,99.64411344,95.97564572,100.73199699999999,106.8473132,108.3754712,107.4754972,106.4774231,106.3901824,108.167704,108.93957420000001,112.66154979999999,116.2534861,120.79531029999998,122.57652409999999
ISL,Individuals using the Internet (% of population),44.47053382,49.39299537,79.12,83.14,83.88,87.0,89.51,90.6,91.0,93.0,93.39,94.8196868,96.20979955,96.5468,98.16,98.2,98.2400163,
ISL,Fixed broadband subscriptions (per 100 people),0.840836557,3.684603067,8.505970301,14.43678113,19.15604045,26.44832344,29.27254044,32.77391874,34.10178716,33.87432534,34.09380385,34.50148106,34.84207099,35.91944445,36.42676864,37.68013251,38.5061689,39.86986046
IND,Mobile cellular subscriptions (per 100 people),0.339688704,0.610371924,1.192871643,3.040537299,4.63709626,7.87855334,14.29029122,19.80365477,28.97639365,43.243260799999995,61.10493897,71.66746768,68.46206123,69.32038505,72.96069065,76.4717128,85.1709257,87.2849181
IND,Individuals using the Internet (% of population),0.52753245,0.660146377,1.5378755819999999,1.6864899709999999,1.976136492,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,12.58006091,15.1,21.0,26.0,29.54716289,
IND,Fixed broadband subscriptions (per 100 people),,0.004666452,0.0075617969999999994,0.012667732,0.020867821,0.117819946,0.19793839100000002,0.265325911,0.44104862799999994,0.637890186,0.892784109,1.070461941,1.186175525,1.1675356829999999,1.21728847,1.294274358,1.40867811,1.3333549120000001
IDN,Mobile cellular subscriptions (per 100 people),1.734574813,3.039976383,5.379111032999999,8.386149336,13.56646675,20.69137097,27.759969599999998,40.08207447,59.52687753,68.38666086,87.12132731,101.6678806,113.29154750000001,124.2804831,127.6139203,131.2928284,147.6639506,173.840223
IDN,Individuals using the Internet (% of population),0.925563864,2.0186138590000002,2.134135733,2.38701978,2.600285876,3.602024763,4.764813134,5.786274729,7.917479385,6.92,10.92,12.28,14.52,14.94,17.14,21.97606771,25.45,32.2924419
IDN,Fixed broadband subscriptions (per 100 people),0.0018908920000000001,0.006992795,0.017608543,0.027930781000000002,0.037967101,0.047725595,0.084566882,0.334251629,0.41563559,0.778732045,0.940242963,1.1136733220000001,1.1985540270000001,1.29023164,1.332648112,1.542829021,2.001946985,2.2897384080000003
IRN,Mobile cellular subscriptions (per 100 people),1.455569354,3.110975499,3.3525027389999997,5.01342826,7.290849518,12.08505274,21.60009395,41.32936851,59.02900688,71.32139595,72.48701650000001,74.23742425,76.06909129,84.25892096,87.85893583,93.52111839,100.30247729999999,107.32320829999999
IRN,Individuals using the Internet (% of population),0.93419002,1.484221332,4.626175115,6.933721952999999,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19.0,22.73,29.95,39.35,45.33497588,53.22677263,60.41635615
IRN,Fixed broadband subscriptions (per 100 people),0.000266135,0.00098515,0.023786714,0.027175211,,,0.140394464,0.277657833,0.411830281,0.54283243,1.3243690000000001,2.8078733330000003,4.975165713,6.665113198999999,7.837182015,8.327395975,9.12436806,12.39209402
IRQ,Mobile cellular subscriptions (per 100 people),0.0,0.0,0.080194716,0.312163132,2.181132075,5.6760064429999995,33.74034476,49.38717208,60.21348944,67.29255788,75.62537503,80.43293526,81.63148000000001,95.77033065,94.26933835,92.92093851,89.90507431,87.09509785
IRQ,Individuals using the Internet (% of population),,0.1,0.5,0.6,0.9,0.9,0.9523442440000001,0.93,1.0,1.06,2.5,5.0,7.1,9.2,13.21,17.22,21.23,49.35999889
IRQ,Fixed broadband subscriptions (per 100 people),,,,,,,9.39e-05,0.00034518699999999995,0.00018549400000000002,0.000404755,0.0101324,,,,,,,
IRL,Mobile cellular subscriptions (per 100 people),63.94240662,75.97281657,75.44725131,86.42942038,93.49078861,101.35350849999999,108.98749120000001,113.0203842,112.4407379,102.98667009999998,101.6111338,105.22828670000001,107.1729501,104.24661259999999,104.828345,104.29568940000001,103.15352390000001,102.8816649
IRL,Individuals using the Internet (% of population),17.85046724,23.13881219,25.85,34.31,36.99,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,83.49172234,83.49479167,85.01113212,84.51538863
IRL,Fixed broadband subscriptions (per 100 people),,,0.266580288,1.032214221,3.683924598,7.65491955,13.05256113,17.25123708,19.85132715,21.37406569,22.04408627,22.96531598,23.77200057,25.39983729,26.86011087,27.86036573,28.78062952,29.43000724
IMN,Mobile cellular subscriptions (per 100 people),,,,,,,,,,,,,,,,,,
IMN,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,
IMN,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,,,,,,,
ISR,Mobile cellular subscriptions (per 100 people),73.16577152,89.73968640000001,100.9732365,104.23414749999999,111.64241990000001,117.4774382,124.4041822,128.59172420000002,126.5532074,124.1349799,122.69122409999999,121.5520506,119.81912179999999,121.4662123,119.62733190000002,131.0674983,129.0310295,126.6587916
ISR,Individuals using the Internet (% of population),20.87379,17.37862386,17.76459906,19.59339366,22.77048553,25.19404242,27.88107446,48.12806219,59.39,63.12,67.5,68.87387799,70.8,70.25031195,75.01775316,77.35208966,79.65312418,81.58118359
ISR,Fixed broadband subscriptions (per 100 people),,0.715633988,3.712973522,9.970834011,15.14957812,18.62231693,21.03561236,22.07958328,23.72696519,23.70700182,23.72757512,24.82606826,25.15876845,25.61019191,26.8342994,26.94509685,27.5640553,28.14372769
ITA,Mobile cellular subscriptions (per 100 people),73.73582875,89.11361067,93.76876619,97.63180194,107.27466880000001,121.58109909999999,136.1174311,151.40058059999998,151.8275276,150.9558833,156.8163246,160.71122340000002,162.70280590000002,162.33677519999998,150.8997247,147.3697996,144.63401430000002,141.2932687
ITA,Individuals using the Internet (% of population),23.11087424,27.22211698,28.04,29.04,33.24,35.0,37.99,40.79,44.53,48.83,53.68,54.3899983,55.82999799,58.4593,55.63846022,58.14173496,61.32425277,61.30114276
ITA,Fixed broadband subscriptions (per 100 people),0.200720075,0.678185774,1.470543381,3.8695006939999996,8.076799568,11.60072434,14.38293981,17.06546422,18.95094121,20.26184029,21.92879679,22.62169689,23.04114951,23.48490983,24.13749394,25.04053158,26.18760767,27.94205516
JAM,Mobile cellular subscriptions (per 100 people),13.81147097,22.33184697,46.188126200000006,58.11441871,67.3397643,72.19308092,82.40652485,96.71637242,97.60587530000001,105.41991999999999,112.948449,104.0962109,95.56302869,99.80324755,105.0104347,109.2369463,113.39609320000001,106.9516337
JAM,Individuals using the Internet (% of population),3.1157780269999997,3.8630203869999997,6.1,7.8,10.0,12.8,16.4,21.1,23.6,24.3,27.67,37.43861341,33.79,37.1,40.4027351,42.22122119,44.36685637,
JAM,Fixed broadband subscriptions (per 100 people),,0.120843732,0.333896505,0.331795889,0.98945425,1.639539574,2.472322544,3.342428499,3.488127042,4.001345182,4.141863759,4.179865438999999,4.3310928010000005,4.937781554,5.295226875,7.969890672999999,9.928245565,8.273192497
JPN,Mobile cellular subscriptions (per 100 people),52.36596403,58.57900103,63.42194234,67.66338147,71.34498772,75.18091196,77.72613321,83.52888241,85.87674815,90.45531626,95.90457309,103.31170990000001,109.89118870000001,115.2554186,123.1687362,125.4618376,130.6103289,133.4503926
JPN,Individuals using the Internet (% of population),29.99074036,38.53206086,46.59420112,48.43526589,62.39392963,66.92106609999999,68.68527032,74.3,75.4,78.0,78.21,79.05411352,79.4964,88.21942891,89.10683302,91.05802839,93.18272128,90.87304215
JPN,Fixed broadband subscriptions (per 100 people),0.67013929,3.002579486,7.347328945,11.64786597,15.25356212,18.15636088,20.58572815,22.02478325,23.42867365,25.56121724,26.52763994,27.77798776,28.13472113,28.77235589,29.48508263,30.37514496,31.15933412,31.68279739
JOR,Mobile cellular subscriptions (per 100 people),7.6217733039999995,16.66756523,23.06571665,24.55750417,29.33939351,54.91142892,73.18722962,77.04656614,81.87534265,88.17275648,92.1698766,98.78042647,112.40750630000001,122.588936,125.9168883,150.6443177,103.835148,
JOR,Individuals using the Internet (% of population),2.623275422,4.705719581,6.0255324120000004,8.466005016,11.65874137,12.93285205,13.86710879,20.0,23.0,26.0,27.2,34.9,37.0,41.4,46.2,60.11438269,62.30219257,
JOR,Fixed broadband subscriptions (per 100 people),,0.007875256,0.060085242999999997,0.09257382300000001,0.18830857399999998,0.41215510200000005,0.819347811,1.4341233780000002,2.247180277,3.489106475,4.083264763,3.915699432,3.7571630560000004,3.9030534869999998,3.9933111639999996,3.495954168,4.828887068,
KAZ,Mobile cellular subscriptions (per 100 people),1.310322398,3.869688313,6.798782838999999,8.736223787,15.90415546,34.73290825,49.55583381,77.78801750000001,93.18423221,105.43146409999999,118.31592409999999,151.62025500000001,178.68376669999998,176.4656621,163.5176199,148.2243479,141.9567198,145.4200964
KAZ,Individuals using the Internet (% of population),0.668594403,1.006124211,1.674770995,2.0004147530000003,2.650394657,2.961707492,3.268369051,4.02,11.0,18.2,31.6,50.6,61.90662747,63.30422443,66.0,70.82993359999999,74.58772647,76.42674823
KAZ,Fixed broadband subscriptions (per 100 people),,,,0.006551856,0.012979403,0.019277472,0.194380665,1.7067353140000001,2.107970064,3.5673392560000003,5.302770123999999,7.168695615,9.676039713,11.38370282,12.28286336,12.96363736,13.06390087,14.13661535
KEN,Mobile cellular subscriptions (per 100 people),0.405093938,1.8563505230000001,3.57416053,4.660841751,7.259193183,12.79386694,19.81082558,29.79950406,41.64554959,48.12600547,60.384036800000004,66.09286937,70.41037236,71.00655904,73.07589151,79.84532391,80.43938819,86.14733981
KEN,Individuals using the Internet (% of population),0.318059714,0.619782266,1.207773885,2.9419028610000004,3.0235280419999997,3.101897702,3.6,4.4,5.2,6.1,7.2,8.8,10.5,13.0,16.5,16.6,16.6,
KEN,Fixed broadband subscriptions (per 100 people),,,,,,0.014977133,0.04783271099999999,0.04657103,0.008383481,0.045231771,0.016604534,0.127437111,0.12451820699999999,0.165400874,0.22121598899999997,0.286023921,0.31569759199999997,0.58008813
KIR,Mobile cellular subscriptions (per 100 people),0.35542497,0.46006196299999996,0.5667311629999999,0.59170932,0.679242782,0.70403466,0.742626777,0.7787272479999999,1.0158472170000001,9.851046058,10.32127966,13.17459104,16.88349451,18.42723545,27.15964439,36.47459678,45.45653219,39.62525129
KIR,Individuals using the Internet (% of population),1.785225474,2.337458948,2.5,3.0,3.5,4.0,4.5,6.0,7.0,8.97,9.07,10.0,10.74679768,11.5,12.25,12.99748389,13.7,
KIR,Fixed broadband subscriptions (per 100 people),,,,,,0.34876793899999997,0.42647994899999997,0.523304711,0.695855343,0.7606793409999999,0.8241437090000001,0.812184681,0.7503775340000001,0.6449532410000001,0.45266074,0.104086044,0.057694829,0.065293218
PRK,Mobile cellular subscriptions (per 100 people),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283125293,1.7563681,4.044931421999999,6.839935923,9.685433141,11.14811089,12.83477521,14.21441135,
PRK,Individuals using the Internet (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
PRK,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,,,,,,,
KOR,Mobile cellular subscriptions (per 100 people),56.59102147,60.87591444,67.37347605,69.59854948,75.43814051,78.71793498,82.20967446,90.43409775,92.66136634,97.09394691,102.4506883,105.5526243,107.3513875,108.99275700000001,113.7039183,116.48708290000002,120.679705,124.86450759999998
KOR,Individuals using the Internet (% of population),44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81.0,81.6,83.7,83.75912015,84.07,84.77,87.55682649,89.9,92.84302568,95.09714917
KOR,Fixed broadband subscriptions (per 100 people),8.166915374,16.38558619,21.67593456,23.16066089,24.58125819,25.027894,28.71961411,29.98220492,31.44097953,33.10820822,34.69885237,35.90239105,36.540222299999996,37.34860893,38.10404013,39.57890812,40.47038073,41.57512428
XKX,Mobile cellular subscriptions (per 100 people),,,,,,32.30209935,32.30209935,32.30209935,32.30209935,32.30209935,32.30209935,,,,,,,
XKX,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,
XKX,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,,,,,,,
KWT,Mobile cellular subscriptions (per 100 people),23.21112222,41.62030573,57.23393567,65.46439613,80.37210267,60.70763583,49.61905691,56.9780819,56.55051766,92.88647253,132.72297659999998,154.62491819999997,150.1963154,178.1354691,200.92797,148.54270830000002,133.0708012,124.1713824
KWT,Individuals using the Internet (% of population),6.731395768,8.551792434,10.24896793,22.40293838,22.92711204,25.92610837,28.79119795,34.8,42.0,50.8,61.4,65.76907069,70.45,75.46,78.7,77.52326901,78.36738376,97.99998933
KWT,Fixed broadband subscriptions (per 100 people),,0.237039285,0.48977695600000004,0.599321936,0.9058221259999999,1.0981176940000001,1.261958105,1.398093001,1.508102279,1.5963452919999999,1.53431376,1.47286897,1.3841621219999998,1.306141505,1.269018758,1.397430861,2.501860541,2.7420822489999996
KGZ,Mobile cellular subscriptions (per 100 people),0.18290013800000002,0.5440707370000001,1.063661175,2.758810431,5.227842631000001,10.67214672,24.61134095,41.7812329,64.49689052,84.01623283,97.29157373,113.9924247,121.51806869999999,118.53825819999999,130.97857050000002,129.22286129999998,127.83525929999999,121.915374
KGZ,Individuals using the Internet (% of population),1.041401145,3.002941327,2.99926518,3.908766268,5.090385307,10.53380134,12.306907,14.03,15.7,16.0,16.3,17.5,19.8,23.0,28.3,30.24704278,34.5,
